Asset_ID,Resource_Name,Resource_Type,Public_Access,Open_Ports,Encryption_Status,IAM_Risk,Security_Group_Risk,Vulnerability_Count,Patch_Status,Logging_Enabled,Backup_Enabled,Dependency_Count,Misconfiguration_Count,Risk_Score,Risk_Level
ASSET-480,Cloud-Resource-480,RDS,No,15,No,Medium,High,4,Updated,Yes,Yes,7,3,43,Medium
ASSET-481,Cloud-Resource-481,EC2,No,2,No,Low,Low,4,Updated,Yes,Yes,4,1,13,Low
ASSET-482,Cloud-Resource-482,Lambda,Yes,4,No,Low,Medium,0,Updated,No,No,6,4,57,High
ASSET-483,Cloud-Resource-483,VPC,No,18,Yes,Low,Low,4,Outdated,No,Yes,8,3,41,Medium
ASSET-484,Cloud-Resource-484,VPC,Yes,7,No,High,High,6,Outdated,Yes,Yes,9,7,84,Critical
ASSET-485,Cloud-Resource-485,S3,Yes,12,Yes,High,Medium,5,Outdated,No,Yes,9,5,70,High
ASSET-486,Cloud-Resource-486,IAM,Yes,5,Yes,Low,Low,2,Updated,No,Yes,5,2,27,Medium
ASSET-487,Cloud-Resource-487,IAM,No,17,Yes,Medium,High,10,Updated,No,Yes,4,4,53,High
ASSET-488,Cloud-Resource-488,S3,No,8,Yes,Medium,Medium,7,Updated,Yes,Yes,7,2,27,Medium
ASSET-489,Cloud-Resource-489,S3,No,5,No,High,Low,8,Updated,No,Yes,9,4,51,High
ASSET-490,Cloud-Resource-490,EC2,No,15,Yes,High,Low,0,Updated,Yes,Yes,6,2,31,Medium
ASSET-491,Cloud-Resource-491,VPC,Yes,1,Yes,Low,High,3,Outdated,Yes,Yes,8,3,41,Medium
ASSET-492,Cloud-Resource-492,EC2,Yes,19,Yes,Medium,Low,4,Outdated,Yes,No,5,4,51,High
ASSET-493,Cloud-Resource-493,IAM,No,10,No,Medium,Low,3,Outdated,Yes,No,7,4,58,High
ASSET-494,Cloud-Resource-494,S3,No,13,No,Low,Low,4,Updated,Yes,Yes,6,2,27,Medium
ASSET-495,Cloud-Resource-495,EC2,No,5,Yes,Low,Medium,6,Outdated,Yes,No,7,3,43,Medium
ASSET-496,Cloud-Resource-496,IAM,Yes,16,Yes,Medium,Medium,9,Updated,No,Yes,9,4,54,High
ASSET-497,Cloud-Resource-497,IAM,No,17,No,High,Medium,8,Updated,No,Yes,1,5,65,High
ASSET-498,Cloud-Resource-498,S3,No,4,No,High,High,1,Outdated,Yes,No,9,5,62,High
ASSET-499,Cloud-Resource-499,VPC,Yes,3,No,High,High,6,Outdated,No,Yes,6,7,86,Critical
ASSET-500,Cloud-Resource-500,EC2,Yes,3,Yes,Low,Medium,0,Outdated,No,No,7,4,52,High
ASSET-501,Cloud-Resource-501,RDS,No,19,Yes,High,Low,1,Updated,No,Yes,6,3,38,Medium
ASSET-502,Cloud-Resource-502,S3,Yes,3,No,Low,Low,9,Updated,Yes,No,8,4,52,High
ASSET-503,Cloud-Resource-503,IAM,No,2,Yes,Medium,Low,4,Outdated,No,Yes,1,2,24,Low
ASSET-504,Cloud-Resource-504,VPC,Yes,19,No,Medium,High,4,Outdated,Yes,Yes,9,5,61,High
ASSET-505,Cloud-Resource-505,EC2,No,16,No,Low,Low,4,Updated,Yes,Yes,9,2,32,Medium
ASSET-506,Cloud-Resource-506,Lambda,Yes,20,No,Low,High,1,Updated,Yes,Yes,6,4,58,High
ASSET-507,Cloud-Resource-507,EC2,No,13,No,Low,High,4,Outdated,Yes,No,8,5,69,High
ASSET-508,Cloud-Resource-508,IAM,No,16,Yes,Low,Medium,3,Updated,No,No,4,3,44,Medium
ASSET-509,Cloud-Resource-509,VPC,No,20,No,Low,High,0,Updated,Yes,No,1,4,52,High
ASSET-510,Cloud-Resource-510,VPC,No,16,No,High,High,1,Updated,Yes,Yes,9,4,49,Medium
ASSET-511,Cloud-Resource-511,VPC,Yes,14,Yes,High,High,6,Outdated,No,No,10,8,100,Critical
ASSET-512,Cloud-Resource-512,RDS,Yes,4,No,High,Low,6,Outdated,Yes,Yes,2,5,69,High
ASSET-513,Cloud-Resource-513,EC2,No,16,No,Low,High,3,Outdated,No,No,8,6,75,Critical
ASSET-514,Cloud-Resource-514,Lambda,No,15,Yes,Medium,Medium,0,Outdated,No,Yes,10,3,41,Medium
ASSET-515,Cloud-Resource-515,RDS,Yes,13,No,Low,Low,4,Outdated,No,No,4,6,82,Critical
ASSET-516,Cloud-Resource-516,EC2,No,16,No,High,High,1,Updated,Yes,No,3,5,69,High
ASSET-517,Cloud-Resource-517,VPC,Yes,13,No,Low,Low,5,Outdated,Yes,Yes,3,4,48,Medium
ASSET-518,Cloud-Resource-518,RDS,Yes,8,Yes,High,Medium,9,Outdated,Yes,No,3,6,78,Critical
ASSET-519,Cloud-Resource-519,Lambda,Yes,4,Yes,High,Low,9,Updated,Yes,Yes,2,3,37,Medium
ASSET-520,Cloud-Resource-520,EC2,Yes,12,Yes,Medium,Medium,5,Updated,Yes,Yes,6,2,32,Medium
ASSET-521,Cloud-Resource-521,IAM,Yes,20,No,Low,Low,1,Outdated,Yes,No,1,5,63,High
ASSET-522,Cloud-Resource-522,Lambda,Yes,12,Yes,Low,Low,5,Outdated,No,No,7,5,66,High
ASSET-523,Cloud-Resource-523,Lambda,No,2,Yes,Low,Medium,9,Outdated,Yes,Yes,7,2,31,Medium
ASSET-524,Cloud-Resource-524,IAM,No,10,Yes,Low,High,2,Updated,No,Yes,5,3,40,Medium
ASSET-525,Cloud-Resource-525,VPC,No,10,Yes,Low,Low,5,Outdated,No,Yes,5,3,38,Medium
ASSET-526,Cloud-Resource-526,S3,No,7,No,High,High,0,Outdated,Yes,No,5,6,77,Critical
ASSET-527,Cloud-Resource-527,RDS,Yes,20,Yes,High,Medium,8,Outdated,Yes,Yes,4,5,63,High
ASSET-528,Cloud-Resource-528,VPC,No,9,No,High,Medium,10,Updated,No,Yes,2,5,64,High
ASSET-529,Cloud-Resource-529,VPC,No,9,Yes,Medium,Low,8,Updated,Yes,Yes,1,2,27,Medium
ASSET-530,Cloud-Resource-530,EC2,Yes,3,Yes,Low,High,1,Updated,No,Yes,5,3,44,Medium
ASSET-531,Cloud-Resource-531,RDS,No,8,No,Medium,High,3,Updated,No,Yes,7,4,56,High
ASSET-532,Cloud-Resource-532,S3,No,19,No,Medium,Medium,9,Outdated,Yes,No,10,5,61,High
ASSET-533,Cloud-Resource-533,IAM,Yes,1,No,Low,Low,2,Outdated,No,Yes,9,4,51,High
ASSET-534,Cloud-Resource-534,EC2,No,12,Yes,High,Low,8,Updated,No,Yes,1,4,52,High
ASSET-535,Cloud-Resource-535,Lambda,No,1,No,Medium,High,7,Updated,Yes,Yes,4,3,36,Medium
ASSET-536,Cloud-Resource-536,RDS,Yes,2,Yes,High,Low,0,Updated,Yes,No,10,3,42,Medium
ASSET-537,Cloud-Resource-537,EC2,No,19,No,High,Low,9,Outdated,Yes,No,6,6,72,High
ASSET-538,Cloud-Resource-538,S3,No,15,Yes,Medium,Medium,3,Updated,No,No,3,3,41,Medium
ASSET-539,Cloud-Resource-539,EC2,Yes,3,No,Medium,Low,9,Outdated,No,Yes,1,5,70,High
ASSET-540,Cloud-Resource-540,S3,Yes,5,No,Low,Medium,9,Updated,No,No,9,5,69,High
ASSET-541,Cloud-Resource-541,S3,Yes,19,No,Low,High,3,Updated,Yes,Yes,8,4,57,High
ASSET-542,Cloud-Resource-542,IAM,Yes,12,No,Medium,High,5,Outdated,No,Yes,5,6,81,Critical
ASSET-543,Cloud-Resource-543,IAM,No,14,No,High,Low,1,Outdated,Yes,No,8,5,62,High
ASSET-544,Cloud-Resource-544,IAM,Yes,2,No,High,High,4,Updated,No,No,7,6,81,Critical
ASSET-545,Cloud-Resource-545,IAM,No,0,Yes,High,Low,1,Updated,Yes,No,8,2,34,Medium
ASSET-546,Cloud-Resource-546,S3,No,8,No,Low,Medium,2,Updated,No,Yes,4,3,38,Medium
ASSET-547,Cloud-Resource-547,VPC,No,8,No,High,Low,7,Updated,Yes,Yes,4,4,50,High
ASSET-548,Cloud-Resource-548,EC2,Yes,11,No,Low,High,3,Updated,No,Yes,1,5,66,High
ASSET-549,Cloud-Resource-549,VPC,No,3,No,Medium,Low,5,Outdated,Yes,No,1,3,44,Medium
ASSET-550,Cloud-Resource-550,IAM,Yes,17,No,Medium,High,3,Updated,Yes,Yes,10,4,58,High
ASSET-551,Cloud-Resource-551,Lambda,No,16,No,High,Low,2,Outdated,Yes,Yes,9,4,52,High
ASSET-552,Cloud-Resource-552,RDS,Yes,20,Yes,High,Low,3,Outdated,No,Yes,3,5,68,High
ASSET-553,Cloud-Resource-553,S3,No,8,No,High,Medium,3,Updated,No,Yes,5,4,56,High
ASSET-554,Cloud-Resource-554,S3,No,20,Yes,High,High,6,Updated,No,No,6,6,79,Critical
ASSET-555,Cloud-Resource-555,EC2,Yes,7,Yes,Medium,Medium,10,Updated,No,No,7,5,68,High
ASSET-556,Cloud-Resource-556,VPC,Yes,11,No,Medium,High,0,Updated,Yes,Yes,3,4,55,High
ASSET-557,Cloud-Resource-557,RDS,No,0,Yes,Low,Medium,0,Updated,No,Yes,5,1,15,Low
ASSET-558,Cloud-Resource-558,IAM,No,9,No,Low,Low,6,Outdated,No,Yes,1,5,61,High
ASSET-559,Cloud-Resource-559,VPC,No,1,Yes,Low,High,4,Updated,Yes,No,8,2,34,Medium
ASSET-560,Cloud-Resource-560,VPC,Yes,9,Yes,Medium,Low,4,Updated,Yes,No,4,3,36,Medium
ASSET-561,Cloud-Resource-561,S3,Yes,15,No,Low,Low,2,Updated,Yes,No,6,4,57,High
ASSET-562,Cloud-Resource-562,S3,Yes,4,Yes,Low,Medium,2,Updated,No,No,10,3,46,Medium
ASSET-563,Cloud-Resource-563,IAM,Yes,6,No,Medium,Low,5,Updated,Yes,No,2,4,49,Medium
ASSET-564,Cloud-Resource-564,RDS,Yes,9,No,Medium,Medium,4,Outdated,No,No,7,6,78,Critical
ASSET-565,Cloud-Resource-565,RDS,No,13,Yes,High,Medium,4,Updated,Yes,No,4,3,36,Medium
ASSET-566,Cloud-Resource-566,EC2,No,3,No,Medium,High,7,Outdated,Yes,Yes,2,4,53,High
ASSET-567,Cloud-Resource-567,S3,No,16,No,Low,High,9,Outdated,No,Yes,10,6,72,High
ASSET-568,Cloud-Resource-568,RDS,Yes,9,No,Low,Medium,6,Outdated,No,No,9,7,84,Critical
ASSET-569,Cloud-Resource-569,IAM,Yes,10,No,Medium,High,8,Outdated,Yes,No,1,7,84,Critical
ASSET-570,Cloud-Resource-570,IAM,Yes,3,Yes,Low,High,10,Outdated,Yes,Yes,6,4,49,Medium
ASSET-571,Cloud-Resource-571,EC2,Yes,13,Yes,Medium,High,4,Outdated,No,No,1,6,74,High
ASSET-572,Cloud-Resource-572,S3,Yes,14,Yes,Low,Low,1,Updated,Yes,No,3,3,37,Medium
ASSET-573,Cloud-Resource-573,VPC,Yes,14,Yes,Low,Medium,9,Outdated,Yes,Yes,7,4,49,Medium
ASSET-574,Cloud-Resource-574,S3,No,0,No,High,High,1,Updated,No,Yes,10,4,55,High
ASSET-575,Cloud-Resource-575,IAM,Yes,1,Yes,Medium,Low,9,Updated,No,Yes,8,3,39,Medium
ASSET-576,Cloud-Resource-576,RDS,Yes,12,No,Medium,High,4,Updated,Yes,Yes,4,4,55,High
ASSET-577,Cloud-Resource-577,Lambda,Yes,1,No,Low,High,8,Updated,Yes,No,3,5,60,High
ASSET-578,Cloud-Resource-578,IAM,Yes,1,No,High,Low,4,Updated,No,Yes,4,4,51,High
ASSET-579,Cloud-Resource-579,IAM,No,14,No,Medium,Medium,9,Updated,No,Yes,5,4,55,High
ASSET-580,Cloud-Resource-580,IAM,Yes,13,No,High,Medium,10,Updated,Yes,No,2,6,79,Critical
ASSET-581,Cloud-Resource-581,EC2,Yes,14,Yes,High,Low,2,Updated,Yes,Yes,6,3,46,Medium
ASSET-582,Cloud-Resource-582,EC2,No,17,No,Low,High,8,Outdated,No,Yes,9,6,76,Critical
ASSET-583,Cloud-Resource-583,RDS,Yes,17,No,High,High,4,Outdated,No,Yes,9,7,89,Critical
ASSET-584,Cloud-Resource-584,Lambda,No,9,Yes,Medium,High,1,Outdated,Yes,No,3,4,54,High
ASSET-585,Cloud-Resource-585,VPC,No,14,Yes,Medium,High,10,Updated,Yes,No,7,4,48,Medium
ASSET-586,Cloud-Resource-586,IAM,No,16,Yes,Low,Low,3,Updated,Yes,Yes,1,1,16,Low
ASSET-587,Cloud-Resource-587,RDS,Yes,18,No,Medium,Medium,1,Updated,No,No,9,5,61,High
ASSET-588,Cloud-Resource-588,Lambda,Yes,5,Yes,Low,Low,1,Outdated,No,Yes,1,3,42,Medium
ASSET-589,Cloud-Resource-589,RDS,No,2,Yes,Low,High,4,Outdated,Yes,Yes,6,2,32,Medium
ASSET-590,Cloud-Resource-590,VPC,No,11,Yes,Low,Medium,6,Updated,No,No,3,4,53,High
ASSET-591,Cloud-Resource-591,IAM,No,6,Yes,High,Medium,8,Outdated,No,No,2,6,75,Critical
ASSET-592,Cloud-Resource-592,S3,Yes,2,No,Medium,Medium,8,Updated,No,No,10,5,61,High
ASSET-593,Cloud-Resource-593,RDS,Yes,10,No,High,Medium,9,Updated,No,No,7,7,85,Critical
ASSET-594,Cloud-Resource-594,Lambda,Yes,5,Yes,Medium,Low,3,Outdated,No,Yes,6,3,38,Medium
ASSET-595,Cloud-Resource-595,RDS,Yes,12,Yes,High,Low,10,Updated,No,Yes,5,5,62,High
ASSET-596,Cloud-Resource-596,VPC,Yes,14,Yes,Low,Medium,5,Outdated,Yes,No,8,4,54,High
ASSET-597,Cloud-Resource-597,S3,Yes,11,Yes,High,Low,7,Outdated,No,No,6,7,88,Critical
ASSET-598,Cloud-Resource-598,IAM,No,15,No,High,Low,1,Outdated,Yes,No,7,5,70,High
ASSET-599,Cloud-Resource-599,IAM,Yes,13,Yes,Low,High,0,Updated,No,No,10,5,62,High
ASSET-600,Cloud-Resource-600,IAM,Yes,9,No,Low,Medium,3,Outdated,No,Yes,1,5,67,High
ASSET-601,Cloud-Resource-601,S3,No,20,No,High,High,8,Outdated,No,Yes,9,7,89,Critical
ASSET-602,Cloud-Resource-602,RDS,Yes,15,Yes,Medium,Low,6,Updated,Yes,Yes,5,3,41,Medium
ASSET-603,Cloud-Resource-603,S3,Yes,1,No,High,Medium,2,Updated,Yes,No,4,4,56,High
ASSET-604,Cloud-Resource-604,Lambda,No,9,Yes,Medium,Medium,10,Outdated,Yes,Yes,9,3,45,Medium
ASSET-605,Cloud-Resource-605,RDS,Yes,5,No,Low,Low,4,Updated,Yes,Yes,2,2,34,Medium
ASSET-606,Cloud-Resource-606,IAM,Yes,13,Yes,Medium,Medium,7,Outdated,Yes,Yes,8,4,51,High
ASSET-607,Cloud-Resource-607,S3,Yes,20,Yes,High,High,4,Outdated,No,Yes,10,6,79,Critical
ASSET-608,Cloud-Resource-608,S3,Yes,16,No,Medium,Medium,5,Outdated,No,Yes,9,5,70,High
ASSET-609,Cloud-Resource-609,RDS,No,14,Yes,Low,Low,1,Outdated,No,Yes,6,3,40,Medium
ASSET-610,Cloud-Resource-610,S3,No,2,No,Low,High,3,Outdated,No,No,7,5,69,High
ASSET-611,Cloud-Resource-611,IAM,No,9,No,Low,High,5,Updated,Yes,Yes,5,3,41,Medium
ASSET-612,Cloud-Resource-612,Lambda,Yes,17,Yes,High,High,3,Outdated,Yes,No,3,6,77,Critical
ASSET-613,Cloud-Resource-613,VPC,Yes,18,No,High,Medium,5,Outdated,No,No,4,7,92,Critical
ASSET-614,Cloud-Resource-614,IAM,Yes,7,Yes,High,High,10,Outdated,Yes,No,3,7,87,Critical
ASSET-615,Cloud-Resource-615,EC2,Yes,6,Yes,High,Medium,9,Outdated,Yes,No,9,6,76,Critical
ASSET-616,Cloud-Resource-616,VPC,No,16,Yes,Low,Low,5,Updated,Yes,No,8,2,29,Medium
ASSET-617,Cloud-Resource-617,Lambda,Yes,1,No,High,Medium,4,Outdated,No,Yes,7,5,64,High
ASSET-618,Cloud-Resource-618,IAM,Yes,16,No,Medium,High,2,Outdated,No,Yes,6,6,81,Critical
ASSET-619,Cloud-Resource-619,S3,No,3,Yes,High,High,7,Updated,No,No,6,5,67,High
ASSET-620,Cloud-Resource-620,IAM,Yes,6,No,Low,High,4,Outdated,Yes,No,1,6,76,Critical
ASSET-621,Cloud-Resource-621,RDS,No,16,No,Low,High,0,Outdated,No,No,1,6,75,Critical
ASSET-622,Cloud-Resource-622,VPC,Yes,1,No,Medium,High,5,Outdated,Yes,Yes,8,4,49,Medium
ASSET-623,Cloud-Resource-623,VPC,No,0,No,High,Medium,1,Updated,Yes,No,1,3,37,Medium
ASSET-624,Cloud-Resource-624,RDS,Yes,3,No,High,Low,2,Updated,Yes,No,9,4,58,High
ASSET-625,Cloud-Resource-625,Lambda,Yes,9,No,Medium,Low,7,Updated,No,Yes,9,5,61,High
ASSET-626,Cloud-Resource-626,Lambda,Yes,13,Yes,High,High,1,Outdated,Yes,Yes,10,5,64,High
ASSET-627,Cloud-Resource-627,EC2,Yes,8,No,Medium,High,3,Outdated,No,No,1,7,92,Critical
ASSET-628,Cloud-Resource-628,Lambda,No,17,Yes,Low,Low,10,Updated,No,Yes,5,3,39,Medium
ASSET-629,Cloud-Resource-629,IAM,Yes,4,No,High,Medium,0,Outdated,Yes,Yes,9,4,58,High
ASSET-630,Cloud-Resource-630,Lambda,Yes,2,No,Low,Medium,6,Updated,No,Yes,8,4,57,High
ASSET-631,Cloud-Resource-631,EC2,Yes,0,Yes,Medium,Medium,1,Updated,No,Yes,6,2,32,Medium
ASSET-632,Cloud-Resource-632,EC2,No,0,No,Medium,Medium,5,Outdated,Yes,Yes,9,2,33,Medium
ASSET-633,Cloud-Resource-633,VPC,No,2,Yes,Low,Low,3,Outdated,Yes,Yes,9,1,14,Low
ASSET-634,Cloud-Resource-634,IAM,Yes,9,No,High,Low,8,Updated,Yes,Yes,1,5,65,High
ASSET-635,Cloud-Resource-635,VPC,Yes,0,No,Low,High,9,Outdated,Yes,Yes,2,5,62,High
ASSET-636,Cloud-Resource-636,VPC,No,3,No,Low,Low,6,Updated,No,Yes,8,3,44,Medium
ASSET-637,Cloud-Resource-637,S3,No,16,Yes,Low,High,6,Updated,Yes,No,9,4,51,High
ASSET-638,Cloud-Resource-638,Lambda,No,15,No,Medium,Low,4,Outdated,Yes,Yes,2,3,37,Medium
ASSET-639,Cloud-Resource-639,RDS,No,10,No,High,Medium,6,Outdated,No,No,4,7,88,Critical
ASSET-640,Cloud-Resource-640,Lambda,Yes,3,Yes,Low,Low,2,Updated,No,Yes,3,2,34,Medium
ASSET-641,Cloud-Resource-641,S3,No,12,No,High,Low,9,Outdated,Yes,No,9,6,78,Critical
ASSET-642,Cloud-Resource-642,VPC,No,7,Yes,Medium,Low,5,Updated,No,Yes,1,2,31,Medium
ASSET-643,Cloud-Resource-643,IAM,Yes,4,No,Low,Low,4,Updated,Yes,No,4,3,42,Medium
ASSET-644,Cloud-Resource-644,VPC,No,18,Yes,Low,Medium,3,Updated,Yes,No,2,2,33,Medium
ASSET-645,Cloud-Resource-645,IAM,Yes,2,No,Medium,Medium,4,Outdated,Yes,No,9,4,56,High
ASSET-646,Cloud-Resource-646,S3,Yes,5,Yes,High,Low,7,Outdated,Yes,No,3,5,70,High
ASSET-647,Cloud-Resource-647,EC2,Yes,7,Yes,Low,Medium,0,Updated,Yes,No,2,3,38,Medium
ASSET-648,Cloud-Resource-648,RDS,Yes,4,Yes,Low,High,7,Updated,No,No,7,5,69,High
ASSET-649,Cloud-Resource-649,VPC,No,17,No,Medium,Medium,7,Updated,Yes,No,10,4,48,Medium
ASSET-650,Cloud-Resource-650,IAM,Yes,10,No,Medium,Low,2,Updated,No,Yes,7,4,52,High
ASSET-651,Cloud-Resource-651,Lambda,No,14,Yes,High,Low,2,Outdated,No,No,6,5,66,High
ASSET-652,Cloud-Resource-652,EC2,No,4,No,High,Low,3,Updated,No,No,3,4,57,High
ASSET-653,Cloud-Resource-653,VPC,No,10,No,Medium,High,2,Outdated,Yes,No,10,5,67,High
ASSET-654,Cloud-Resource-654,Lambda,Yes,10,Yes,Medium,Low,10,Outdated,No,Yes,5,5,69,High
ASSET-655,Cloud-Resource-655,VPC,No,12,No,Low,Low,1,Updated,Yes,No,4,3,37,Medium
ASSET-656,Cloud-Resource-656,IAM,No,1,No,High,High,4,Outdated,Yes,No,7,5,60,High
ASSET-657,Cloud-Resource-657,RDS,Yes,16,No,High,Medium,0,Updated,Yes,No,7,5,70,High
ASSET-658,Cloud-Resource-658,S3,Yes,4,Yes,Medium,Low,4,Updated,Yes,No,3,2,30,Medium
ASSET-659,Cloud-Resource-659,VPC,No,3,Yes,High,Low,0,Updated,No,Yes,3,2,32,Medium
ASSET-660,Cloud-Resource-660,EC2,No,12,Yes,Medium,High,7,Updated,Yes,Yes,7,3,45,Medium
ASSET-661,Cloud-Resource-661,S3,No,15,No,Medium,Low,3,Outdated,No,No,9,5,68,High
ASSET-662,Cloud-Resource-662,EC2,No,14,Yes,High,Medium,2,Updated,No,No,10,4,48,Medium
ASSET-663,Cloud-Resource-663,IAM,Yes,6,Yes,Low,Medium,4,Updated,Yes,No,3,3,46,Medium
ASSET-664,Cloud-Resource-664,S3,Yes,2,Yes,Low,High,7,Outdated,Yes,No,3,5,69,High
ASSET-665,Cloud-Resource-665,Lambda,Yes,1,No,High,Low,0,Updated,No,Yes,2,4,54,High
ASSET-666,Cloud-Resource-666,Lambda,No,15,Yes,High,High,10,Updated,Yes,No,5,5,60,High
ASSET-667,Cloud-Resource-667,Lambda,Yes,0,Yes,Low,Medium,0,Outdated,Yes,No,10,3,37,Medium
ASSET-668,Cloud-Resource-668,IAM,No,9,No,Medium,Medium,3,Outdated,Yes,No,4,4,49,Medium
ASSET-669,Cloud-Resource-669,S3,No,11,Yes,Medium,Low,5,Updated,Yes,No,10,2,24,Low
ASSET-670,Cloud-Resource-670,VPC,Yes,8,Yes,High,Medium,7,Updated,Yes,Yes,7,4,52,High
ASSET-671,Cloud-Resource-671,IAM,No,7,Yes,Low,Medium,3,Updated,No,Yes,2,2,34,Medium
ASSET-672,Cloud-Resource-672,IAM,Yes,5,Yes,High,Low,8,Updated,Yes,No,3,4,48,Medium
ASSET-673,Cloud-Resource-673,Lambda,No,20,No,Low,Low,1,Outdated,Yes,No,3,4,57,High
ASSET-674,Cloud-Resource-674,VPC,Yes,12,Yes,Low,Medium,0,Updated,No,No,7,4,48,Medium
ASSET-675,Cloud-Resource-675,VPC,No,18,Yes,Medium,Medium,10,Updated,No,No,1,4,51,High
ASSET-676,Cloud-Resource-676,S3,Yes,0,Yes,Low,Low,9,Outdated,Yes,No,9,4,48,Medium
ASSET-677,Cloud-Resource-677,RDS,No,19,Yes,Low,Medium,10,Updated,No,No,1,4,52,High
ASSET-678,Cloud-Resource-678,Lambda,Yes,8,Yes,Low,High,5,Updated,No,No,5,5,62,High
ASSET-679,Cloud-Resource-679,S3,No,13,No,Medium,High,2,Outdated,Yes,No,8,5,67,High
ASSET-680,Cloud-Resource-680,RDS,No,19,No,Low,Medium,8,Outdated,Yes,Yes,10,4,54,High
ASSET-681,Cloud-Resource-681,IAM,Yes,3,No,Low,High,6,Updated,No,Yes,4,5,62,High
ASSET-682,Cloud-Resource-682,IAM,Yes,6,Yes,High,Medium,2,Outdated,Yes,No,3,5,61,High
ASSET-683,Cloud-Resource-683,IAM,Yes,6,Yes,High,High,9,Outdated,No,No,2,8,100,Critical
ASSET-684,Cloud-Resource-684,EC2,Yes,12,Yes,High,Medium,9,Outdated,No,No,8,7,87,Critical
ASSET-685,Cloud-Resource-685,RDS,No,13,No,Medium,High,9,Outdated,Yes,Yes,6,5,67,High
ASSET-686,Cloud-Resource-686,IAM,No,7,Yes,Medium,Medium,2,Updated,Yes,Yes,9,1,14,Low
ASSET-687,Cloud-Resource-687,Lambda,No,13,Yes,Low,High,5,Updated,No,Yes,1,3,36,Medium
ASSET-688,Cloud-Resource-688,S3,Yes,15,Yes,Medium,Medium,8,Outdated,No,No,3,6,82,Critical
ASSET-689,Cloud-Resource-689,VPC,No,1,Yes,High,Medium,4,Updated,No,Yes,10,2,30,Medium
ASSET-690,Cloud-Resource-690,RDS,No,7,No,High,High,7,Updated,No,No,3,7,85,Critical
ASSET-691,Cloud-Resource-691,IAM,Yes,15,Yes,Low,Low,4,Updated,Yes,No,5,3,44,Medium
ASSET-692,Cloud-Resource-692,VPC,No,11,Yes,Low,Medium,6,Outdated,No,Yes,10,4,55,High
ASSET-693,Cloud-Resource-693,RDS,Yes,1,Yes,Medium,Low,3,Updated,No,Yes,9,2,32,Medium
ASSET-694,Cloud-Resource-694,Lambda,Yes,19,Yes,High,Low,4,Outdated,No,Yes,1,5,68,High
ASSET-695,Cloud-Resource-695,Lambda,Yes,10,Yes,High,Medium,10,Updated,Yes,No,5,5,66,High
ASSET-696,Cloud-Resource-696,IAM,Yes,2,Yes,Medium,Low,5,Updated,Yes,Yes,1,1,14,Low
ASSET-697,Cloud-Resource-697,IAM,Yes,10,Yes,Medium,Medium,0,Updated,Yes,No,4,3,43,Medium
ASSET-698,Cloud-Resource-698,RDS,Yes,8,No,High,Medium,0,Updated,No,No,9,6,74,High
ASSET-699,Cloud-Resource-699,VPC,Yes,11,Yes,Low,High,7,Outdated,Yes,No,1,6,73,High
ASSET-700,Cloud-Resource-700,S3,Yes,16,Yes,Low,Low,3,Updated,No,No,3,4,57,High
ASSET-701,Cloud-Resource-701,RDS,No,13,Yes,High,Low,4,Updated,No,Yes,2,3,39,Medium
ASSET-702,Cloud-Resource-702,EC2,Yes,3,No,Low,Low,1,Updated,Yes,No,1,3,38,Medium
ASSET-703,Cloud-Resource-703,S3,Yes,20,No,Medium,High,4,Outdated,Yes,No,3,6,76,Critical
ASSET-704,Cloud-Resource-704,Lambda,Yes,6,Yes,Medium,High,5,Outdated,Yes,Yes,4,4,55,High
ASSET-705,Cloud-Resource-705,VPC,No,15,No,Medium,Medium,5,Updated,No,No,4,4,51,High
ASSET-706,Cloud-Resource-706,IAM,No,18,Yes,Medium,High,1,Updated,Yes,Yes,7,2,25,Medium
ASSET-707,Cloud-Resource-707,IAM,No,8,No,High,Medium,6,Updated,No,Yes,4,5,61,High
ASSET-708,Cloud-Resource-708,VPC,No,12,Yes,High,High,5,Outdated,Yes,No,1,5,63,High
ASSET-709,Cloud-Resource-709,RDS,No,2,No,Medium,Medium,4,Updated,Yes,Yes,7,1,19,Low
ASSET-710,Cloud-Resource-710,IAM,Yes,12,Yes,Medium,Low,0,Updated,No,No,5,4,48,Medium
ASSET-711,Cloud-Resource-711,S3,Yes,16,Yes,Medium,Medium,2,Outdated,No,Yes,9,4,51,High
ASSET-712,Cloud-Resource-712,EC2,Yes,5,No,Low,Medium,9,Outdated,Yes,Yes,10,4,53,High
ASSET-713,Cloud-Resource-713,S3,Yes,20,No,Medium,Medium,4,Outdated,Yes,No,7,5,66,High
ASSET-714,Cloud-Resource-714,Lambda,Yes,12,No,Medium,Low,4,Outdated,Yes,No,7,5,66,High
ASSET-715,Cloud-Resource-715,EC2,No,6,Yes,High,High,9,Outdated,Yes,Yes,2,5,64,High
ASSET-716,Cloud-Resource-716,RDS,No,11,Yes,Medium,Low,4,Updated,Yes,No,10,2,27,Medium
ASSET-717,Cloud-Resource-717,EC2,No,15,No,Medium,Low,4,Outdated,Yes,Yes,9,3,44,Medium
ASSET-718,Cloud-Resource-718,EC2,No,1,Yes,High,Medium,6,Updated,Yes,Yes,4,2,24,Low
ASSET-719,Cloud-Resource-719,Lambda,No,18,Yes,High,Medium,0,Updated,No,No,1,4,52,High
